"from","to","search","tele"
"ALB","FRA",12,0
"ALB","ISL",0,0
"ALB","RUS",6,12
"ALB","NLD",5,7
"ALB","BLR",0,0
"ALB","CYP",7,0
"ALB","CHE",2,4
"ALB","ITA",8,8
"ALB","SMR",3,10
"ALB","SRB",0,0
"ALB","EST",0,0
"ALB","GRC",10,2
"ALB","CZE",4,0
"ALB","SWE",0,0
"ALB","ALB",0,0
"ALB","AZE",0,3
"ALB","DEU",0,0
"ALB","MKD",0,6
"ALB","ESP",0,0
"ALB","SVN",1,0
"ALB","GBR",0,0
"ALB","AUS",0,1
"ALB","NOR",0,5
"ALB","MLT",0,0
"ALB","ISR",0,0
"ALB","DNK",0,0
"ARM","FRA",10,4
"ARM","ISL",5,3
"ARM","RUS",12,12
"ARM","NLD",8,10
"ARM","BLR",3,0
"ARM","CYP",6,0
"ARM","CHE",4,8
"ARM","ITA",2,7
"ARM","SMR",0,0
"ARM","SRB",0,0
"ARM","EST",0,0
"ARM","GRC",1,0
"ARM","CZE",0,0
"ARM","SWE",0,2
"ARM","ALB",0,0
"ARM","AZE",7,0
"ARM","DEU",0,0
"ARM","MKD",0,0
"ARM","ESP",0,0
"ARM","SVN",0,0
"ARM","GBR",0,0
"ARM","AUS",0,1
"ARM","NOR",0,5
"ARM","MLT",0,6
"ARM","ISR",0,0
"ARM","DNK",0,0
"AUS","FRA",10,3
"AUS","ISL",12,10
"AUS","RUS",2,0
"AUS","NLD",7,6
"AUS","BLR",4,0
"AUS","CYP",5,0
"AUS","CHE",0,7
"AUS","ITA",3,5
"AUS","SMR",6,0
"AUS","SRB",0,0
"AUS","EST",1,0
"AUS","GRC",8,0
"AUS","CZE",0,2
"AUS","SWE",0,8
"AUS","ALB",0,0
"AUS","AZE",0,1
"AUS","DEU",0,0
"AUS","MKD",0,0
"AUS","ESP",0,0
"AUS","SVN",0,0
"AUS","GBR",0,0
"AUS","AUS",0,0
"AUS","NOR",0,12
"AUS","MLT",0,4
"AUS","ISR",0,0
"AUS","DNK",0,0
"AUT","FRA",3,0
"AUT","ISL",10,6
"AUT","RUS",5,5
"AUT","NLD",7,7
"AUT","BLR",6,0
"AUT","CYP",1,0
"AUT","CHE",12,12
"AUT","ITA",2,10
"AUT","SMR",0,0
"AUT","SRB",4,4
"AUT","EST",0,0
"AUT","GRC",0,0
"AUT","CZE",0,0
"AUT","SWE",0,0
"AUT","ALB",0,0
"AUT","AZE",0,1
"AUT","DEU",8,0
"AUT","MKD",0,0
"AUT","ESP",0,0
"AUT","SVN",0,2
"AUT","GBR",0,0
"AUT","AUS",0,3
"AUT","NOR",0,8
"AUT","MLT",0,0
"AUT","ISR",0,0
"AUT","DNK",0,0
"AZE","FRA",10,0
"AZE","ISL",2,0
"AZE","RUS",12,12
"AZE","NLD",6,7
"AZE","BLR",8,5
"AZE","CYP",5,0
"AZE","CHE",3,8
"AZE","ITA",4,6
"AZE","SMR",7,10
"AZE","SRB",0,0
"AZE","EST",0,0
"AZE","GRC",0,0
"AZE","CZE",0,0
"AZE","SWE",0,0
"AZE","ALB",0,0
"AZE","AZE",0,0
"AZE","DEU",0,0
"AZE","MKD",0,3
"AZE","ESP",0,2
"AZE","SVN",0,0
"AZE","GBR",0,0
"AZE","AUS",0,0
"AZE","NOR",1,1
"AZE","MLT",0,4
"AZE","ISR",0,0
"AZE","DNK",0,0
"BLR","FRA",7,0
"BLR","ISL",8,7
"BLR","RUS",12,12
"BLR","NLD",10,10
"BLR","BLR",0,0
"BLR","CYP",6,0
"BLR","CHE",0,4
"BLR","ITA",2,3
"BLR","SMR",5,1
"BLR","SRB",0,0
"BLR","EST",0,0
"BLR","GRC",0,0
"BLR","CZE",1,0
"BLR","SWE",0,0
"BLR","ALB",0,0
"BLR","AZE",3,6
"BLR","DEU",0,0
"BLR","MKD",0,0
"BLR","ESP",0,0
"BLR","SVN",4,5
"BLR","GBR",0,0
"BLR","AUS",0,2
"BLR","NOR",0,8
"BLR","MLT",0,0
"BLR","ISR",0,0
"BLR","DNK",0,0
"BEL","FRA",12,10
"BEL","ISL",8,3
"BEL","RUS",6,1
"BEL","NLD",10,12
"BEL","BLR",4,0
"BEL","CYP",5,0
"BEL","CHE",1,5
"BEL","ITA",7,8
"BEL","SMR",3,0
"BEL","SRB",0,0
"BEL","EST",0,0
"BEL","GRC",0,0
"BEL","CZE",2,0
"BEL","SWE",0,2
"BEL","ALB",0,0
"BEL","AZE",0,0
"BEL","DEU",0,0
"BEL","MKD",0,0
"BEL","ESP",0,6
"BEL","SVN",0,0
"BEL","GBR",0,0
"BEL","AUS",0,4
"BEL","NOR",0,7
"BEL","MLT",0,0
"BEL","ISR",0,0
"BEL","DNK",0,0
"HRV","FRA",8,0
"HRV","ISL",10,3
"HRV","RUS",0,0
"HRV","NLD",3,4
"HRV","BLR",7,0
"HRV","CYP",2,0
"HRV","CHE",6,6
"HRV","ITA",0,12
"HRV","SMR",0,2
"HRV","SRB",12,8
"HRV","EST",0,0
"HRV","GRC",0,0
"HRV","CZE",0,0
"HRV","SWE",0,0
"HRV","ALB",1,1
"HRV","AZE",0,0
"HRV","DEU",0,0
"HRV","MKD",4,7
"HRV","ESP",0,0
"HRV","SVN",5,10
"HRV","GBR",0,0
"HRV","AUS",0,0
"HRV","NOR",0,5
"HRV","MLT",0,0
"HRV","ISR",0,0
"HRV","DNK",0,0
"CYP","FRA",8,3
"CYP","ISL",7,0
"CYP","RUS",10,10
"CYP","NLD",5,6
"CYP","BLR",6,0
"CYP","CYP",0,0
"CYP","CHE",3,7
"CYP","ITA",2,8
"CYP","SMR",4,0
"CYP","SRB",1,0
"CYP","EST",0,0
"CYP","GRC",12,12
"CYP","CZE",0,0
"CYP","SWE",0,0
"CYP","ALB",0,0
"CYP","AZE",0,0
"CYP","DEU",0,0
"CYP","MKD",0,0
"CYP","ESP",0,4
"CYP","SVN",0,0
"CYP","GBR",0,0
"CYP","AUS",0,2
"CYP","NOR",0,1
"CYP","MLT",0,0
"CYP","ISR",0,5
"CYP","DNK",0,0
"CZE","FRA",12,0
"CZE","ISL",10,6
"CZE","RUS",8,12
"CZE","NLD",5,4
"CZE","BLR",7,0
"CZE","CYP",6,0
"CZE","CHE",3,5
"CZE","ITA",2,2
"CZE","SMR",4,0
"CZE","SRB",0,0
"CZE","EST",1,1
"CZE","GRC",0,0
"CZE","CZE",0,0
"CZE","SWE",0,0
"CZE","ALB",0,0
"CZE","AZE",0,7
"CZE","DEU",0,0
"CZE","MKD",0,0
"CZE","ESP",0,0
"CZE","SVN",0,0
"CZE","GBR",0,0
"CZE","AUS",0,8
"CZE","NOR",0,10
"CZE","MLT",0,0
"CZE","ISR",0,3
"CZE","DNK",0,0
"DNK","FRA",8,0
"DNK","ISL",12,4
"DNK","RUS",6,0
"DNK","NLD",7,7
"DNK","BLR",0,0
"DNK","CYP",5,0
"DNK","CHE",2,6
"DNK","ITA",0,3
"DNK","SMR",0,0
"DNK","SRB",0,0
"DNK","EST",3,8
"DNK","GRC",0,0
"DNK","CZE",1,0
"DNK","SWE",10,10
"DNK","ALB",0,0
"DNK","AZE",0,5
"DNK","DEU",0,0
"DNK","MKD",0,0
"DNK","ESP",0,1
"DNK","SVN",0,0
"DNK","GBR",4,0
"DNK","AUS",0,2
"DNK","NOR",0,12
"DNK","MLT",0,0
"DNK","ISR",0,0
"DNK","DNK",0,0
"EST","FRA",10,0
"EST","ISL",7,5
"EST","RUS",12,12
"EST","NLD",4,8
"EST","BLR",8,0
"EST","CYP",5,0
"EST","CHE",3,4
"EST","ITA",0,0
"EST","SMR",6,0
"EST","SRB",0,0
"EST","EST",0,0
"EST","GRC",0,0
"EST","CZE",1,0
"EST","SWE",2,3
"EST","ALB",0,0
"EST","AZE",0,1
"EST","DEU",0,0
"EST","MKD",0,0
"EST","ESP",0,0
"EST","SVN",0,7
"EST","GBR",0,0
"EST","AUS",0,2
"EST","NOR",0,10
"EST","MLT",0,0
"EST","ISR",0,0
"EST","DNK",0,6
"FIN","FRA",10,0
"FIN","ISL",12,12
"FIN","RUS",7,4
"FIN","NLD",0,5
"FIN","BLR",6,0
"FIN","CYP",4,0
"FIN","CHE",2,2
"FIN","ITA",1,3
"FIN","SMR",5,0
"FIN","SRB",0,0
"FIN","EST",8,8
"FIN","GRC",0,0
"FIN","CZE",0,0
"FIN","SWE",3,7
"FIN","ALB",0,0
"FIN","AZE",0,0
"FIN","DEU",0,0
"FIN","MKD",0,0
"FIN","ESP",0,0
"FIN","SVN",0,1
"FIN","GBR",0,0
"FIN","AUS",0,6
"FIN","NOR",0,10
"FIN","MLT",0,0
"FIN","ISR",0,0
"FIN","DNK",0,0
"FRA","FRA",0,0
"FRA","ISL",10,1
"FRA","RUS",7,3
"FRA","NLD",12,5
"FRA","BLR",4,0
"FRA","CYP",3,0
"FRA","CHE",6,2
"FRA","ITA",8,10
"FRA","SMR",1,0
"FRA","SRB",0,0
"FRA","EST",0,0
"FRA","GRC",0,0
"FRA","CZE",0,0
"FRA","SWE",0,0
"FRA","ALB",0,0
"FRA","AZE",2,0
"FRA","DEU",0,0
"FRA","MKD",0,0
"FRA","ESP",5,7
"FRA","SVN",0,0
"FRA","GBR",0,0
"FRA","AUS",0,6
"FRA","NOR",0,8
"FRA","MLT",0,0
"FRA","ISR",0,12
"FRA","DNK",0,4
"GEO","FRA",8,0
"GEO","ISL",4,3
"GEO","RUS",10,8
"GEO","NLD",2,5
"GEO","BLR",7,0
"GEO","CYP",12,12
"GEO","CHE",0,0
"GEO","ITA",6,1
"GEO","SMR",0,10
"GEO","SRB",0,0
"GEO","EST",1,0
"GEO","GRC",0,0
"GEO","CZE",3,0
"GEO","SWE",0,6
"GEO","ALB",0,0
"GEO","AZE",5,7
"GEO","DEU",0,0
"GEO","MKD",0,2
"GEO","ESP",0,0
"GEO","SVN",0,0
"GEO","GBR",0,0
"GEO","AUS",0,0
"GEO","NOR",0,0
"GEO","MLT",0,0
"GEO","ISR",0,4
"GEO","DNK",0,0
"DEU","FRA",5,0
"DEU","ISL",7,2
"DEU","RUS",10,8
"DEU","NLD",8,7
"DEU","BLR",2,0
"DEU","CYP",6,0
"DEU","CHE",12,10
"DEU","ITA",4,6
"DEU","SMR",3,0
"DEU","SRB",0,0
"DEU","EST",0,0
"DEU","GRC",1,0
"DEU","CZE",0,0
"DEU","SWE",0,1
"DEU","ALB",0,0
"DEU","AZE",0,0
"DEU","DEU",0,0
"DEU","MKD",0,0
"DEU","ESP",0,0
"DEU","SVN",0,3
"DEU","GBR",0,0
"DEU","AUS",0,5
"DEU","NOR",0,12
"DEU","MLT",0,0
"DEU","ISR",0,0
"DEU","DNK",0,4
"GRC","FRA",10,1
"GRC","ISL",8,2
"GRC","RUS",6,8
"GRC","NLD",7,6
"GRC","BLR",5,0
"GRC","CYP",12,12
"GRC","CHE",3,7
"GRC","ITA",0,10
"GRC","SMR",2,0
"GRC","SRB",1,0
"GRC","EST",0,0
"GRC","GRC",0,0
"GRC","CZE",0,0
"GRC","SWE",0,0
"GRC","ALB",4,5
"GRC","AZE",0,0
"GRC","DEU",0,0
"GRC","MKD",0,0
"GRC","ESP",0,4
"GRC","SVN",0,0
"GRC","GBR",0,0
"GRC","AUS",0,3
"GRC","NOR",0,0
"GRC","MLT",0,0
"GRC","ISR",0,0
"GRC","DNK",0,0
"HUN","FRA",12,1
"HUN","ISL",10,12
"HUN","RUS",7,7
"HUN","NLD",6,8
"HUN","BLR",8,0
"HUN","CYP",5,0
"HUN","CHE",1,5
"HUN","ITA",2,4
"HUN","SMR",4,6
"HUN","SRB",0,0
"HUN","EST",3,0
"HUN","GRC",0,0
"HUN","CZE",0,0
"HUN","SWE",0,0
"HUN","ALB",0,0
"HUN","AZE",0,2
"HUN","DEU",0,0
"HUN","MKD",0,0
"HUN","ESP",0,0
"HUN","SVN",0,3
"HUN","GBR",0,0
"HUN","AUS",0,0
"HUN","NOR",0,10
"HUN","MLT",0,0
"HUN","ISR",0,0
"HUN","DNK",0,0
"ISL","FRA",12,0
"ISL","ISL",0,0
"ISL","RUS",0,0
"ISL","NLD",6,5
"ISL","BLR",10,0
"ISL","CYP",8,0
"ISL","CHE",5,7
"ISL","ITA",1,6
"ISL","SMR",7,1
"ISL","SRB",0,0
"ISL","EST",0,3
"ISL","GRC",0,0
"ISL","CZE",4,2
"ISL","SWE",3,8
"ISL","ALB",0,0
"ISL","AZE",0,0
"ISL","DEU",2,0
"ISL","MKD",0,0
"ISL","ESP",0,0
"ISL","SVN",0,0
"ISL","GBR",0,0
"ISL","AUS",0,10
"ISL","NOR",0,12
"ISL","MLT",0,0
"ISL","ISR",0,0
"ISL","DNK",0,4
"IRL","FRA",12,0
"IRL","ISL",10,6
"IRL","RUS",4,5
"IRL","NLD",6,8
"IRL","BLR",7,0
"IRL","CYP",0,0
"IRL","CHE",2,7
"IRL","ITA",1,4
"IRL","SMR",0,0
"IRL","SRB",0,0
"IRL","EST",0,1
"IRL","GRC",0,0
"IRL","CZE",0,0
"IRL","SWE",0,2
"IRL","ALB",0,0
"IRL","AZE",0,0
"IRL","DEU",5,0
"IRL","MKD",0,0
"IRL","ESP",3,0
"IRL","SVN",0,0
"IRL","GBR",8,3
"IRL","AUS",0,10
"IRL","NOR",0,12
"IRL","MLT",0,0
"IRL","ISR",0,0
"IRL","DNK",0,0
"ISR","FRA",10,4
"ISR","ISL",8,0
"ISR","RUS",12,12
"ISR","NLD",7,2
"ISR","BLR",6,0
"ISR","CYP",4,0
"ISR","CHE",2,7
"ISR","ITA",5,8
"ISR","SMR",0,0
"ISR","SRB",0,0
"ISR","EST",1,0
"ISR","GRC",0,0
"ISR","CZE",0,0
"ISR","SWE",0,0
"ISR","ALB",0,0
"ISR","AZE",0,3
"ISR","DEU",0,0
"ISR","MKD",0,0
"ISR","ESP",3,5
"ISR","SVN",0,0
"ISR","GBR",0,0
"ISR","AUS",0,6
"ISR","NOR",0,10
"ISR","MLT",0,0
"ISR","ISR",0,0
"ISR","DNK",0,1
"ITA","FRA",8,2
"ITA","ISL",12,7
"ITA","RUS",10,8
"ITA","NLD",6,5
"ITA","BLR",3,0
"ITA","CYP",2,0
"ITA","CHE",5,3
"ITA","ITA",0,0
"ITA","SMR",4,0
"ITA","SRB",0,0
"ITA","EST",0,0
"ITA","GRC",0,0
"ITA","CZE",0,0
"ITA","SWE",0,0
"ITA","ALB",7,12
"ITA","AZE",1,1
"ITA","DEU",0,0
"ITA","MKD",0,0
"ITA","ESP",0,0
"ITA","SVN",0,0
"ITA","GBR",0,0
"ITA","AUS",0,6
"ITA","NOR",0,10
"ITA","MLT",0,0
"ITA","ISR",0,0
"ITA","DNK",0,4
"LVA","FRA",7,0
"LVA","ISL",10,7
"LVA","RUS",12,12
"LVA","NLD",6,5
"LVA","BLR",8,0
"LVA","CYP",4,0
"LVA","CHE",0,1
"LVA","ITA",0,3
"LVA","SMR",3,0
"LVA","SRB",0,0
"LVA","EST",5,10
"LVA","GRC",0,0
"LVA","CZE",0,0
"LVA","SWE",0,0
"LVA","ALB",0,0
"LVA","AZE",0,4
"LVA","DEU",0,0
"LVA","MKD",0,0
"LVA","ESP",0,0
"LVA","SVN",2,2
"LVA","GBR",0,0
"LVA","AUS",0,6
"LVA","NOR",1,8
"LVA","MLT",0,0
"LVA","ISR",0,0
"LVA","DNK",0,0
"LTU","FRA",8,0
"LTU","ISL",10,6
"LTU","RUS",12,12
"LTU","NLD",5,7
"LTU","BLR",6,0
"LTU","CYP",7,0
"LTU","CHE",0,2
"LTU","ITA",3,10
"LTU","SMR",4,0
"LTU","SRB",0,0
"LTU","EST",2,4
"LTU","GRC",0,0
"LTU","CZE",1,0
"LTU","SWE",0,3
"LTU","ALB",0,0
"LTU","AZE",0,5
"LTU","DEU",0,0
"LTU","MKD",0,0
"LTU","ESP",0,0
"LTU","SVN",0,0
"LTU","GBR",0,0
"LTU","AUS",0,1
"LTU","NOR",0,8
"LTU","MLT",0,0
"LTU","ISR",0,0
"LTU","DNK",0,0
"MKD","FRA",12,0
"MKD","ISL",6,0
"MKD","RUS",0,0
"MKD","NLD",1,7
"MKD","BLR",5,0
"MKD","CYP",2,0
"MKD","CHE",7,4
"MKD","ITA",0,3
"MKD","SMR",3,8
"MKD","SRB",10,10
"MKD","EST",0,0
"MKD","GRC",4,0
"MKD","CZE",0,0
"MKD","SWE",0,0
"MKD","ALB",8,12
"MKD","AZE",0,1
"MKD","DEU",0,0
"MKD","MKD",0,0
"MKD","ESP",0,0
"MKD","SVN",0,2
"MKD","GBR",0,0
"MKD","AUS",0,0
"MKD","NOR",0,5
"MKD","MLT",0,6
"MKD","ISR",0,0
"MKD","DNK",0,0
"MLT","FRA",8,0
"MLT","ISL",7,1
"MLT","RUS",12,4
"MLT","NLD",6,10
"MLT","BLR",4,0
"MLT","CYP",1,0
"MLT","CHE",5,8
"MLT","ITA",10,12
"MLT","SMR",0,0
"MLT","SRB",0,0
"MLT","EST",0,0
"MLT","GRC",0,0
"MLT","CZE",0,0
"MLT","SWE",3,6
"MLT","ALB",0,0
"MLT","AZE",0,2
"MLT","DEU",2,0
"MLT","MKD",0,5
"MLT","ESP",0,0
"MLT","SVN",0,0
"MLT","GBR",0,0
"MLT","AUS",0,3
"MLT","NOR",0,7
"MLT","MLT",0,0
"MLT","ISR",0,0
"MLT","DNK",0,0
"MDA","FRA",7,0
"MDA","ISL",5,1
"MDA","RUS",12,12
"MDA","NLD",8,6
"MDA","BLR",10,0
"MDA","CYP",6,0
"MDA","CHE",0,4
"MDA","ITA",0,5
"MDA","SMR",1,8
"MDA","SRB",0,0
"MDA","EST",0,0
"MDA","GRC",0,0
"MDA","CZE",3,2
"MDA","SWE",0,0
"MDA","ALB",0,0
"MDA","AZE",0,10
"MDA","DEU",0,0
"MDA","MKD",0,0
"MDA","ESP",0,0
"MDA","SVN",2,0
"MDA","GBR",0,0
"MDA","AUS",4,0
"MDA","NOR",0,3
"MDA","MLT",0,0
"MDA","ISR",0,7
"MDA","DNK",0,0
"MNE","FRA",5,0
"MNE","ISL",4,2
"MNE","RUS",8,10
"MNE","NLD",1,1
"MNE","BLR",10,0
"MNE","CYP",2,0
"MNE","CHE",0,0
"MNE","ITA",0,5
"MNE","SMR",3,8
"MNE","SRB",12,12
"MNE","EST",0,0
"MNE","GRC",0,0
"MNE","CZE",0,0
"MNE","SWE",0,0
"MNE","ALB",6,7
"MNE","AZE",0,3
"MNE","DEU",0,0
"MNE","MKD",7,6
"MNE","ESP",0,0
"MNE","SVN",0,4
"MNE","GBR",0,0
"MNE","AUS",0,0
"MNE","NOR",0,0
"MNE","MLT",0,0
"MNE","ISR",0,0
"MNE","DNK",0,0
"NLD","FRA",10,0
"NLD","ISL",12,7
"NLD","RUS",5,0
"NLD","NLD",0,0
"NLD","BLR",6,0
"NLD","CYP",2,0
"NLD","CHE",7,6
"NLD","ITA",3,10
"NLD","SMR",8,0
"NLD","SRB",0,0
"NLD","EST",1,0
"NLD","GRC",0,0
"NLD","CZE",0,0
"NLD","SWE",4,8
"NLD","ALB",0,0
"NLD","AZE",0,4
"NLD","DEU",0,0
"NLD","MKD",0,1
"NLD","ESP",0,3
"NLD","SVN",0,0
"NLD","GBR",0,0
"NLD","AUS",0,2
"NLD","NOR",0,12
"NLD","MLT",0,0
"NLD","ISR",0,0
"NLD","DNK",0,5
"NOR","FRA",10,0
"NOR","ISL",12,10
"NOR","RUS",6,1
"NOR","NLD",5,8
"NOR","BLR",7,0
"NOR","CYP",2,0
"NOR","CHE",0,6
"NOR","ITA",3,7
"NOR","SMR",0,0
"NOR","SRB",0,0
"NOR","EST",4,2
"NOR","GRC",0,0
"NOR","CZE",0,0
"NOR","SWE",8,12
"NOR","ALB",0,0
"NOR","AZE",0,3
"NOR","DEU",1,0
"NOR","MKD",0,0
"NOR","ESP",0,0
"NOR","SVN",0,0
"NOR","GBR",0,0
"NOR","AUS",0,4
"NOR","NOR",0,0
"NOR","MLT",0,0
"NOR","ISR",0,0
"NOR","DNK",0,5
"POL","FRA",10,0
"POL","ISL",12,12
"POL","RUS",6,3
"POL","NLD",8,10
"POL","BLR",7,0
"POL","CYP",4,0
"POL","CHE",0,5
"POL","ITA",2,7
"POL","SMR",3,0
"POL","SRB",0,0
"POL","EST",0,0
"POL","GRC",0,0
"POL","CZE",5,1
"POL","SWE",0,0
"POL","ALB",0,0
"POL","AZE",0,2
"POL","DEU",0,0
"POL","MKD",0,0
"POL","ESP",0,0
"POL","SVN",0,4
"POL","GBR",0,0
"POL","AUS",1,6
"POL","NOR",0,8
"POL","MLT",0,0
"POL","ISR",0,0
"POL","DNK",0,0
"PRT","FRA",12,2
"PRT","ISL",8,3
"PRT","RUS",6,10
"PRT","NLD",10,8
"PRT","BLR",5,0
"PRT","CYP",1,0
"PRT","CHE",4,5
"PRT","ITA",0,7
"PRT","SMR",0,0
"PRT","SRB",0,0
"PRT","EST",3,0
"PRT","GRC",0,0
"PRT","CZE",2,0
"PRT","SWE",0,0
"PRT","ALB",0,0
"PRT","AZE",0,0
"PRT","DEU",0,0
"PRT","MKD",0,0
"PRT","ESP",7,12
"PRT","SVN",0,0
"PRT","GBR",0,0
"PRT","AUS",0,4
"PRT","NOR",0,6
"PRT","MLT",0,0
"PRT","ISR",0,0
"PRT","DNK",0,1
"ROU","FRA",10,1
"ROU","ISL",8,5
"ROU","RUS",7,7
"ROU","NLD",12,12
"ROU","BLR",3,0
"ROU","CYP",5,0
"ROU","CHE",6,10
"ROU","ITA",4,8
"ROU","SMR",0,0
"ROU","SRB",0,0
"ROU","EST",2,0
"ROU","GRC",0,0
"ROU","CZE",0,0
"ROU","SWE",0,0
"ROU","ALB",0,0
"ROU","AZE",0,6
"ROU","DEU",0,0
"ROU","MKD",0,0
"ROU","ESP",1,0
"ROU","SVN",0,0
"ROU","GBR",0,0
"ROU","AUS",0,2
"ROU","NOR",0,4
"ROU","MLT",0,0
"ROU","ISR",0,3
"ROU","DNK",0,0
"RUS","FRA",8,0
"RUS","ISL",7,7
"RUS","RUS",0,0
"RUS","NLD",10,5
"RUS","BLR",12,8
"RUS","CYP",4,0
"RUS","CHE",0,2
"RUS","ITA",1,1
"RUS","SMR",5,0
"RUS","SRB",0,3
"RUS","EST",0,0
"RUS","GRC",0,0
"RUS","CZE",0,0
"RUS","SWE",0,0
"RUS","ALB",0,0
"RUS","AZE",6,12
"RUS","DEU",0,0
"RUS","MKD",0,0
"RUS","ESP",0,0
"RUS","SVN",3,6
"RUS","GBR",0,0
"RUS","AUS",0,4
"RUS","NOR",2,10
"RUS","MLT",0,0
"RUS","ISR",0,0
"RUS","DNK",0,0
"SMR","FRA",0,0
"SMR","ISL",0,2
"SMR","RUS",0,12
"SMR","NLD",8,6
"SMR","BLR",10,0
"SMR","CYP",0,7
"SMR","CHE",0,5
"SMR","ITA",12,8
"SMR","SMR",0,0
"SMR","SRB",0,0
"SMR","EST",0,0
"SMR","GRC",0,10
"SMR","CZE",7,0
"SMR","SWE",0,0
"SMR","ALB",0,0
"SMR","AZE",0,4
"SMR","DEU",0,0
"SMR","MKD",0,0
"SMR","ESP",0,0
"SMR","SVN",0,0
"SMR","GBR",0,0
"SMR","AUS",0,0
"SMR","NOR",0,3
"SMR","MLT",0,0
"SMR","ISR",0,1
"SMR","DNK",0,0
"SRB","FRA",7,0
"SRB","ISL",8,5
"SRB","RUS",4,8
"SRB","NLD",3,3
"SRB","BLR",10,0
"SRB","CYP",5,0
"SRB","CHE",6,6
"SRB","ITA",0,7
"SRB","SMR",0,1
"SRB","SRB",0,0
"SRB","EST",1,0
"SRB","GRC",0,0
"SRB","CZE",0,0
"SRB","SWE",0,0
"SRB","ALB",2,0
"SRB","AZE",0,0
"SRB","DEU",0,0
"SRB","MKD",12,12
"SRB","ESP",0,2
"SRB","SVN",0,10
"SRB","GBR",0,0
"SRB","AUS",0,0
"SRB","NOR",0,4
"SRB","MLT",0,0
"SRB","ISR",0,0
"SRB","DNK",0,0
"SVN","FRA",8,0
"SVN","ISL",10,7
"SVN","RUS",3,0
"SVN","NLD",0,5
"SVN","BLR",12,0
"SVN","CYP",6,0
"SVN","CHE",5,4
"SVN","ITA",4,8
"SVN","SMR",0,0
"SVN","SRB",7,10
"SVN","EST",2,1
"SVN","GRC",0,0
"SVN","CZE",0,0
"SVN","SWE",0,0
"SVN","ALB",0,0
"SVN","AZE",0,0
"SVN","DEU",0,0
"SVN","MKD",1,12
"SVN","ESP",0,0
"SVN","SVN",0,0
"SVN","GBR",0,0
"SVN","AUS",0,2
"SVN","NOR",0,6
"SVN","MLT",0,0
"SVN","ISR",0,0
"SVN","DNK",0,3
"ESP","FRA",10,4
"ESP","ISL",8,3
"ESP","RUS",7,2
"ESP","NLD",12,8
"ESP","BLR",5,0
"ESP","CYP",3,0
"ESP","CHE",4,10
"ESP","ITA",6,12
"ESP","SMR",0,0
"ESP","SRB",0,0
"ESP","EST",0,0
"ESP","GRC",0,0
"ESP","CZE",0,0
"ESP","SWE",0,6
"ESP","ALB",0,0
"ESP","AZE",2,1
"ESP","DEU",0,0
"ESP","MKD",0,0
"ESP","ESP",0,0
"ESP","SVN",0,0
"ESP","GBR",0,0
"ESP","AUS",0,5
"ESP","NOR",1,7
"ESP","MLT",0,0
"ESP","ISR",0,0
"ESP","DNK",0,0
"SWE","FRA",4,0
"SWE","ISL",10,8
"SWE","RUS",7,0
"SWE","NLD",8,6
"SWE","BLR",3,0
"SWE","CYP",6,0
"SWE","CHE",5,1
"SWE","ITA",1,4
"SWE","SMR",2,0
"SWE","SRB",0,0
"SWE","EST",12,10
"SWE","GRC",0,0
"SWE","CZE",0,0
"SWE","SWE",0,0
"SWE","ALB",0,0
"SWE","AZE",0,3
"SWE","DEU",0,0
"SWE","MKD",0,2
"SWE","ESP",0,0
"SWE","SVN",0,0
"SWE","GBR",0,0
"SWE","AUS",0,5
"SWE","NOR",0,12
"SWE","MLT",0,0
"SWE","ISR",0,0
"SWE","DNK",0,7
"CHE","FRA",12,3
"CHE","ISL",6,0
"CHE","RUS",5,0
"CHE","NLD",7,6
"CHE","BLR",1,0
"CHE","CYP",2,0
"CHE","CHE",0,0
"CHE","ITA",10,12
"CHE","SMR",0,0
"CHE","SRB",4,7
"CHE","EST",0,0
"CHE","GRC",0,0
"CHE","CZE",0,0
"CHE","SWE",0,4
"CHE","ALB",3,10
"CHE","AZE",0,0
"CHE","DEU",8,0
"CHE","MKD",0,2
"CHE","ESP",0,5
"CHE","SVN",0,0
"CHE","GBR",0,0
"CHE","AUS",0,0
"CHE","NOR",0,8
"CHE","MLT",0,0
"CHE","ISR",0,0
"CHE","DNK",0,1
"GBR","FRA",10,0
"GBR","ISL",12,8
"GBR","RUS",4,0
"GBR","NLD",7,4
"GBR","BLR",0,0
"GBR","CYP",8,1
"GBR","CHE",0,7
"GBR","ITA",6,0
"GBR","SMR",5,0
"GBR","SRB",0,0
"GBR","EST",0,0
"GBR","GRC",0,0
"GBR","CZE",2,0
"GBR","SWE",0,5
"GBR","ALB",0,0
"GBR","AZE",0,3
"GBR","DEU",0,0
"GBR","MKD",0,0
"GBR","ESP",1,2
"GBR","SVN",0,0
"GBR","GBR",0,0
"GBR","AUS",3,10
"GBR","NOR",0,12
"GBR","MLT",0,0
"GBR","ISR",0,0
"GBR","DNK",0,6
